protein_id,outcome_id,outcome_type,outcome_name,evidence,source
Tyrosine-protein kinase JAK2 (human),Neoplasm Invasiveness,Disease,Neoplasm Invasiveness,MESH:D009361,CTD
Tyrosine-protein kinase JAK2 (human),Neoplasm Metastasis,Disease,Neoplasm Metastasis,MESH:D009362,CTD
Tyrosine-protein kinase JAK2 (human),Neoplasm Micrometastasis,Disease,Neoplasm Micrometastasis,MESH:D061206,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasm Recurrence, Local",Disease,"Neoplasm Recurrence, Local",MESH:D009364,CTD
Tyrosine-protein kinase JAK2 (human),Neoplasms,Disease,Neoplasms,MESH:D009369,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Bone Tissue",Disease,"Neoplasms, Bone Tissue",MESH:D018213,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Experimental",Disease,"Neoplasms, Experimental",MESH:D009374,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Fibrous Tissue",Disease,"Neoplasms, Fibrous Tissue",MESH:D018218,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Germ Cell and Embryonal",Disease,"Neoplasms, Germ Cell and Embryonal",MESH:D009373,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Glandular and Epithelial",Disease,"Neoplasms, Glandular and Epithelial",MESH:D009375,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Hormone-Dependent",Disease,"Neoplasms, Hormone-Dependent",MESH:D009376,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Radiation-Induced",Disease,"Neoplasms, Radiation-Induced",MESH:D009381,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Second Primary",Disease,"Neoplasms, Second Primary",MESH:D016609,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Squamous Cell",Disease,"Neoplasms, Squamous Cell",MESH:D018307,CTD
Tyrosine-protein kinase JAK2 (human),"Neoplasms, Unknown Primary",Disease,"Neoplasms, Unknown Primary",MESH:D009382,CTD
Tyrosine-protein kinase JAK2 (human),"Neovascularization, Pathologic",Disease,"Neovascularization, Pathologic",MESH:D009389,CTD
Tyrosine-protein kinase JAK2 (human),Nervous System Neoplasms,Disease,Nervous System Neoplasms,MESH:D009423,CTD
Tyrosine-protein kinase JAK2 (human),"Neuritis, Autoimmune, Experimental",Disease,"Neuritis, Autoimmune, Experimental",MESH:D009444,CTD
Tyrosine-protein kinase JAK2 (human),Neuroectodermal Tumors,Disease,Neuroectodermal Tumors,MESH:D017599,CTD
Tyrosine-protein kinase JAK2 (human),"Neuroectodermal Tumors, Primitive",Disease,"Neuroectodermal Tumors, Primitive",MESH:D018242,CTD
Tyrosine-protein kinase JAK2 (human),"Neuroectodermal Tumors, Primitive, Peripheral",Disease,"Neuroectodermal Tumors, Primitive, Peripheral",MESH:D018241,CTD
Tyrosine-protein kinase JAK2 (human),Neuroendocrine Tumors,Disease,Neuroendocrine Tumors,MESH:D018358,CTD
Tyrosine-protein kinase JAK2 (human),Neutropenia,Disease,Neutropenia,MESH:D009503,CTD
Tyrosine-protein kinase JAK2 (human),Nonseminomatous germ cell tumor,Disease,Nonseminomatous germ cell tumor,MESH:C537844,CTD
Tyrosine-protein kinase JAK2 (human),Nose Neoplasms,Disease,Nose Neoplasms,MESH:D009669,CTD
Tyrosine-protein kinase JAK2 (human),Ocular Hypertension,Disease,Ocular Hypertension,MESH:D009798,CTD
Tyrosine-protein kinase JAK2 (human),Ovarian Neoplasms,Disease,Ovarian Neoplasms,MESH:D010051,CTD
Tyrosine-protein kinase JAK2 (human),"Pancreatic cancer, adult",Disease,"Pancreatic cancer, adult",MESH:C535836,CTD
Tyrosine-protein kinase JAK2 (human),Pancreatic Neoplasms,Disease,Pancreatic Neoplasms,MESH:D010190,CTD
Tyrosine-protein kinase JAK2 (human),"Paraganglioma, Extra-Adrenal",Disease,"Paraganglioma, Extra-Adrenal",MESH:D010236,CTD
Tyrosine-protein kinase JAK2 (human),Peripheral Vascular Diseases,Disease,Peripheral Vascular Diseases,MESH:D016491,CTD
Tyrosine-protein kinase JAK2 (human),Pharyngeal Neoplasms,Disease,Pharyngeal Neoplasms,MESH:D010610,CTD
Tyrosine-protein kinase JAK2 (human),Phyllodes Tumor,Disease,Phyllodes Tumor,MESH:D003557,CTD
Tyrosine-protein kinase JAK2 (human),Pituitary Neoplasms,Disease,Pituitary Neoplasms,MESH:D010911,CTD
Tyrosine-protein kinase JAK2 (human),Pleural Neoplasms,Disease,Pleural Neoplasms,MESH:D010997,CTD
Tyrosine-protein kinase JAK2 (human),"Porphyrias, Hepatic",Disease,"Porphyrias, Hepatic",MESH:D017094,CTD
Tyrosine-protein kinase JAK2 (human),Precancerous Conditions,Disease,Precancerous Conditions,MESH:D011230,CTD
Tyrosine-protein kinase JAK2 (human),Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,Disease,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D015452,CTD
Tyrosine-protein kinase JAK2 (human),Precursor Cell Lymphoblastic Leukemia-Lymphoma,Disease,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,CTD
Tyrosine-protein kinase JAK2 (human),Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,Disease,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054218,CTD
Tyrosine-protein kinase JAK2 (human),"Pregnancy Complications, Cardiovascular",Disease,"Pregnancy Complications, Cardiovascular",MESH:D011249,CTD
Tyrosine-protein kinase JAK2 (human),Prostatic Neoplasms,Disease,Prostatic Neoplasms,marker/mechanism;MESH:D011471,CTD
Tyrosine-protein kinase JAK2 (human),Pseudolymphoma,Disease,Pseudolymphoma,MESH:D019310,CTD
Tyrosine-protein kinase JAK2 (human),Pseudotumor Cerebri,Disease,Pseudotumor Cerebri,MESH:D011559,CTD
Tyrosine-protein kinase JAK2 (human),Pulmonary Arterial Hypertension,Disease,Pulmonary Arterial Hypertension,MESH:D000081029,CTD
Tyrosine-protein kinase JAK2 (human),Rectal Neoplasms,Disease,Rectal Neoplasms,MESH:D012004,CTD
Tyrosine-protein kinase JAK2 (human),Renal Aminoacidurias,Disease,Renal Aminoacidurias,MESH:D000608,CTD
Tyrosine-protein kinase JAK2 (human),Renal Artery Obstruction,Disease,Renal Artery Obstruction,MESH:D012078,CTD
Tyrosine-protein kinase JAK2 (human),Renal hypouricemia,Disease,Renal hypouricemia,MESH:C537757,CTD
Tyrosine-protein kinase JAK2 (human),Renal Insufficiency,Disease,Renal Insufficiency,MESH:D051437,CTD
Tyrosine-protein kinase JAK2 (human),"Renal Insufficiency, Chronic",Disease,"Renal Insufficiency, Chronic",MESH:D051436,CTD
Tyrosine-protein kinase JAK2 (human),Retinal Neovascularization,Disease,Retinal Neovascularization,MESH:D015861,CTD
Tyrosine-protein kinase JAK2 (human),Salivary Gland Neoplasms,Disease,Salivary Gland Neoplasms,MESH:D012468,CTD
Tyrosine-protein kinase JAK2 (human),Sebaceous Gland Neoplasms,Disease,Sebaceous Gland Neoplasms,MESH:D012626,CTD
Tyrosine-protein kinase JAK2 (human),"Sinus Arrest, Cardiac",Disease,"Sinus Arrest, Cardiac",MESH:D054138,CTD
Tyrosine-protein kinase JAK2 (human),"Skin Diseases, Vascular",Disease,"Skin Diseases, Vascular",MESH:D017445,CTD
Tyrosine-protein kinase JAK2 (human),Skin Neoplasms,Disease,Skin Neoplasms,MESH:D012878,CTD
Tyrosine-protein kinase JAK2 (human),Small Cell Lung Carcinoma,Disease,Small Cell Lung Carcinoma,MESH:D055752,CTD
Tyrosine-protein kinase JAK2 (human),Soft Tissue Neoplasms,Disease,Soft Tissue Neoplasms,MESH:D012983,CTD
Tyrosine-protein kinase JAK2 (human),Splenic Neoplasms,Disease,Splenic Neoplasms,MESH:D013160,CTD
Tyrosine-protein kinase JAK2 (human),Squamous Cell Carcinoma of Head and Neck,Disease,Squamous Cell Carcinoma of Head and Neck,MESH:D000077195,CTD
Tyrosine-protein kinase JAK2 (human),Stomach Neoplasms,Disease,Stomach Neoplasms,MESH:D013274,CTD
Tyrosine-protein kinase JAK2 (human),Testicular Germ Cell Tumor,Disease,Testicular Germ Cell Tumor,MESH:C563236,CTD
Tyrosine-protein kinase JAK2 (human),Testicular Neoplasms,Disease,Testicular Neoplasms,MESH:D013736,CTD
Tyrosine-protein kinase JAK2 (human),"Thyroid cancer, follicular",Disease,"Thyroid cancer, follicular",MESH:C572845,CTD
Tyrosine-protein kinase JAK2 (human),"Thyroid cancer, medullary",Disease,"Thyroid cancer, medullary",MESH:C536914,CTD
Tyrosine-protein kinase JAK2 (human),"Thyroid Cancer, Papillary",Disease,"Thyroid Cancer, Papillary",MESH:D000077273,CTD
Tyrosine-protein kinase JAK2 (human),Thyroid Diseases,Disease,Thyroid Diseases,MESH:D013959,CTD
Tyrosine-protein kinase JAK2 (human),Thyroid Dysgenesis,Disease,Thyroid Dysgenesis,MESH:D050033,CTD
Tyrosine-protein kinase JAK2 (human),"Thyroid Hormone Metabolism, Abnormal",Disease,"Thyroid Hormone Metabolism, Abnormal",MESH:C566454,CTD
Tyrosine-protein kinase JAK2 (human),Thyroid Neoplasms,Disease,Thyroid Neoplasms,MESH:D013964,CTD
Tyrosine-protein kinase JAK2 (human),Tongue Neoplasms,Disease,Tongue Neoplasms,MESH:D014062,CTD
Tyrosine-protein kinase JAK2 (human),Tracheal Neoplasms,Disease,Tracheal Neoplasms,MESH:D014134,CTD
Tyrosine-protein kinase JAK2 (human),Triple Negative Breast Neoplasms,Disease,Triple Negative Breast Neoplasms,MESH:D064726,CTD
Tyrosine-protein kinase JAK2 (human),Tumor Lysis Syndrome,Disease,Tumor Lysis Syndrome,MESH:D015275,CTD
Tyrosine-protein kinase JAK2 (human),Ureteral Neoplasms,Disease,Ureteral Neoplasms,MESH:D014516,CTD
Tyrosine-protein kinase JAK2 (human),Urethral Neoplasms,Disease,Urethral Neoplasms,MESH:D014523,CTD
Tyrosine-protein kinase JAK2 (human),Urinary Bladder Neoplasms,Disease,Urinary Bladder Neoplasms,marker/mechanism;MESH:D001749,CTD
Tyrosine-protein kinase JAK2 (human),Urogenital Neoplasms,Disease,Urogenital Neoplasms,MESH:D014565,CTD
Tyrosine-protein kinase JAK2 (human),Urologic Neoplasms,Disease,Urologic Neoplasms,MESH:D014571,CTD
Tyrosine-protein kinase JAK2 (human),Uterine Cervical Neoplasms,Disease,Uterine Cervical Neoplasms,marker/mechanism;MESH:D002583,CTD
Tyrosine-protein kinase JAK2 (human),Uterine Neoplasms,Disease,Uterine Neoplasms,MESH:D014594,CTD
Tyrosine-protein kinase JAK2 (human),Uveal Neoplasms,Disease,Uveal Neoplasms,MESH:D014604,CTD
Tyrosine-protein kinase JAK2 (human),Vaginal Neoplasms,Disease,Vaginal Neoplasms,MESH:D014625,CTD
Tyrosine-protein kinase JAK2 (human),Vascular Calcification,Disease,Vascular Calcification,MESH:D061205,CTD
Tyrosine-protein kinase JAK2 (human),Vascular Diseases,Disease,Vascular Diseases,MESH:D014652,CTD
Tyrosine-protein kinase JAK2 (human),Vascular Headaches,Disease,Vascular Headaches,MESH:D014653,CTD
Tyrosine-protein kinase JAK2 (human),Vascular Malformations,Disease,Vascular Malformations,MESH:D054079,CTD
Tyrosine-protein kinase JAK2 (human),Vascular Neoplasms,Disease,Vascular Neoplasms,MESH:D019043,CTD
Tyrosine-protein kinase JAK2 (human),Vascular Remodeling,Disease,Vascular Remodeling,MESH:D066253,CTD
Tyrosine-protein kinase JAK2 (human),Vascular System Injuries,Disease,Vascular System Injuries,MESH:D057772,CTD
Tyrosine-protein kinase JAK2 (human),Vulvar Neoplasms,Disease,Vulvar Neoplasms,MESH:D014846,CTD
Tyrosine-protein kinase JAK2 (human),Wilms Tumor,Disease,Wilms Tumor,MESH:D009396,CTD
KDR - kinase insert domain receptor (human),Abdominal Neoplasms,Disease,Abdominal Neoplasms,MESH:D000008,CTD
KDR - kinase insert domain receptor (human),"Acidosis, Renal Tubular",Disease,"Acidosis, Renal Tubular",MESH:D000141,CTD
KDR - kinase insert domain receptor (human),Acute Lung Injury,Disease,Acute Lung Injury,MESH:D055371,CTD
KDR - kinase insert domain receptor (human),Adenocarcinoma,Disease,Adenocarcinoma,marker/mechanism;MESH:D000230,CTD
KDR - kinase insert domain receptor (human),"Adenocarcinoma, Bronchiolo-Alveolar",Disease,"Adenocarcinoma, Bronchiolo-Alveolar",MESH:D002282,CTD
KDR - kinase insert domain receptor (human),"Adenocarcinoma, Clear Cell",Disease,"Adenocarcinoma, Clear Cell",MESH:D018262,CTD
KDR - kinase insert domain receptor (human),"Adenocarcinoma, Mucinous",Disease,"Adenocarcinoma, Mucinous",MESH:D002288,CTD
KDR - kinase insert domain receptor (human),Adenocarcinoma of Lung,Disease,Adenocarcinoma of Lung,MESH:D000077192,CTD
KDR - kinase insert domain receptor (human),Adrenal Cortex Diseases,Disease,Adrenal Cortex Diseases,MESH:D000303,CTD
KDR - kinase insert domain receptor (human),Adrenal Cortex Neoplasms,Disease,Adrenal Cortex Neoplasms,MESH:D000306,CTD
KDR - kinase insert domain receptor (human),Adrenal Gland Diseases,Disease,Adrenal Gland Diseases,MESH:D000307,CTD
KDR - kinase insert domain receptor (human),Adrenal Gland Neoplasms,Disease,Adrenal Gland Neoplasms,MESH:D000310,CTD
KDR - kinase insert domain receptor (human),"Adrenal Hyperplasia, Congenital",Disease,"Adrenal Hyperplasia, Congenital",MESH:D000312,CTD
KDR - kinase insert domain receptor (human),Adrenal Insufficiency,Disease,Adrenal Insufficiency,MESH:D000309,CTD
KDR - kinase insert domain receptor (human),Adrenocortical Carcinoma,Disease,Adrenocortical Carcinoma,MESH:D018268,CTD
KDR - kinase insert domain receptor (human),Anemia,Disease,Anemia,MESH:D000740,CTD
KDR - kinase insert domain receptor (human),"Anemia, Aplastic",Disease,"Anemia, Aplastic",MESH:D000741,CTD
KDR - kinase insert domain receptor (human),"Anemia, Diamond-Blackfan",Disease,"Anemia, Diamond-Blackfan",MESH:D029503,CTD
KDR - kinase insert domain receptor (human),"Anemia, Hemolytic",Disease,"Anemia, Hemolytic",MESH:D000743,CTD
KDR - kinase insert domain receptor (human),"Anemia, Hemolytic, Autoimmune",Disease,"Anemia, Hemolytic, Autoimmune",MESH:D000744,CTD
KDR - kinase insert domain receptor (human),"Anemia, Hypochromic",Disease,"Anemia, Hypochromic",MESH:D000747,CTD
KDR - kinase insert domain receptor (human),"Anemia, Iron-Deficiency",Disease,"Anemia, Iron-Deficiency",MESH:D018798,CTD
KDR - kinase insert domain receptor (human),"Anemia, Macrocytic",Disease,"Anemia, Macrocytic",MESH:D000748,CTD
KDR - kinase insert domain receptor (human),"Anemia, Megaloblastic",Disease,"Anemia, Megaloblastic",MESH:D000749,CTD
KDR - kinase insert domain receptor (human),"Anemia, Refractory, with Excess of Blasts",Disease,"Anemia, Refractory, with Excess of Blasts",MESH:D000754,CTD
KDR - kinase insert domain receptor (human),"Anemia, Sickle Cell",Disease,"Anemia, Sickle Cell",MESH:D000755,CTD
KDR - kinase insert domain receptor (human),"Anemia, Sideroblastic",Disease,"Anemia, Sideroblastic",MESH:D000756,CTD
KDR - kinase insert domain receptor (human),Anus Neoplasms,Disease,Anus Neoplasms,MESH:D001005,CTD
KDR - kinase insert domain receptor (human),"Arrhythmias, Cardiac",Disease,"Arrhythmias, Cardiac",MESH:D001145,CTD
KDR - kinase insert domain receptor (human),Autoimmune Diseases,Disease,Autoimmune Diseases,MESH:D001327,CTD
KDR - kinase insert domain receptor (human),Basal Cell Carcinoma,Disease,Basal Cell Carcinoma,MESH:D002280,CTD
KDR - kinase insert domain receptor (human),Bone Marrow Neoplasms,Disease,Bone Marrow Neoplasms,MESH:D019046,CTD
KDR - kinase insert domain receptor (human),Bone Neoplasms,Disease,Bone Neoplasms,MESH:D001859,CTD
KDR - kinase insert domain receptor (human),Brachydactyly with hypertension,Disease,Brachydactyly with hypertension,MESH:C537095,CTD
KDR - kinase insert domain receptor (human),Brain Neoplasms,Disease,Brain Neoplasms,MESH:D001932,CTD
KDR - kinase insert domain receptor (human),Breast Neoplasms,Disease,Breast Neoplasms,marker/mechanism;MESH:D001943,CTD
KDR - kinase insert domain receptor (human),"Breast Neoplasms, Male",Disease,"Breast Neoplasms, Male",MESH:D018567,CTD
KDR - kinase insert domain receptor (human),Bronchial Neoplasms,Disease,Bronchial Neoplasms,MESH:D001984,CTD
KDR - kinase insert domain receptor (human),Burkitt Lymphoma,Disease,Burkitt Lymphoma,MESH:D002051,CTD
KDR - kinase insert domain receptor (human),Carcinoid Tumor,Disease,Carcinoid Tumor,MESH:D002276,CTD
KDR - kinase insert domain receptor (human),Carcinoma,Disease,Carcinoma,MESH:D002277,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Adenosquamous",Disease,"Carcinoma, Adenosquamous",MESH:D018196,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Bronchogenic",Disease,"Carcinoma, Bronchogenic",MESH:D002283,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Ductal",Disease,"Carcinoma, Ductal",MESH:D044584,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Ductal, Breast",Disease,"Carcinoma, Ductal, Breast",MESH:D018270,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Ehrlich Tumor",Disease,"Carcinoma, Ehrlich Tumor",MESH:D002286,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Embryonal",Disease,"Carcinoma, Embryonal",MESH:D018236,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Endometrioid",Disease,"Carcinoma, Endometrioid",MESH:D018269,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Hepatocellular",Disease,"Carcinoma, Hepatocellular",MESH:D006528,CTD
KDR - kinase insert domain receptor (human),Carcinoma in Situ,Disease,Carcinoma in Situ,MESH:D002278,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Islet Cell",Disease,"Carcinoma, Islet Cell",MESH:D018273,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Large Cell",Disease,"Carcinoma, Large Cell",MESH:D018287,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Lewis Lung",Disease,"Carcinoma, Lewis Lung",MESH:D018827,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Lobular",Disease,"Carcinoma, Lobular",MESH:D018275,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Merkel Cell",Disease,"Carcinoma, Merkel Cell",MESH:D015266,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Non-Small-Cell Lung",Disease,"Carcinoma, Non-Small-Cell Lung",MESH:D002289,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Ovarian Epithelial",Disease,"Carcinoma, Ovarian Epithelial",MESH:D000077216,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Pancreatic Ductal",Disease,"Carcinoma, Pancreatic Ductal",MESH:D021441,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Papillary",Disease,"Carcinoma, Papillary",MESH:D002291,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Renal Cell",Disease,"Carcinoma, Renal Cell",MESH:D002292,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Signet Ring Cell",Disease,"Carcinoma, Signet Ring Cell",MESH:D018279,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Small Cell",Disease,"Carcinoma, Small Cell",MESH:D018288,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Squamous Cell",Disease,"Carcinoma, Squamous Cell",MESH:D002294,CTD
KDR - kinase insert domain receptor (human),"Carcinoma, Transitional Cell",Disease,"Carcinoma, Transitional Cell",MESH:D002295,CTD
KDR - kinase insert domain receptor (human),"Cardiac Complexes, Premature",Disease,"Cardiac Complexes, Premature",MESH:D005117,CTD
KDR - kinase insert domain receptor (human),Cardiac Conduction System Disease,Disease,Cardiac Conduction System Disease,MESH:D000075224,CTD
KDR - kinase insert domain receptor (human),"Cardiac Output, High",Disease,"Cardiac Output, High",MESH:D016534,CTD
KDR - kinase insert domain receptor (human),"Cardiac Output, Low",Disease,"Cardiac Output, Low",MESH:D002303,CTD
KDR - kinase insert domain receptor (human),Cardiac Tamponade,Disease,Cardiac Tamponade,MESH:D002305,CTD
KDR - kinase insert domain receptor (human),Cardio-Renal Syndrome,Disease,Cardio-Renal Syndrome,MESH:D059347,CTD
KDR - kinase insert domain receptor (human),Cardiovascular Abnormalities,Disease,Cardiovascular Abnormalities,MESH:D018376,CTD
KDR - kinase insert domain receptor (human),Cardiovascular Diseases,Disease,Cardiovascular Diseases,MESH:D002318,CTD
KDR - kinase insert domain receptor (human),Central Nervous System Neoplasms,Disease,Central Nervous System Neoplasms,MESH:D016543,CTD
KDR - kinase insert domain receptor (human),Cerebellar Neoplasms,Disease,Cerebellar Neoplasms,MESH:D002528,CTD
KDR - kinase insert domain receptor (human),Cerebrovascular Disorders,Disease,Cerebrovascular Disorders,MESH:D002561,CTD
KDR - kinase insert domain receptor (human),Cholangiocarcinoma,Disease,Cholangiocarcinoma,MESH:D018281,CTD
KDR - kinase insert domain receptor (human),"Cholestasis, Extrahepatic",Disease,"Cholestasis, Extrahepatic",MESH:D001651,CTD
KDR - kinase insert domain receptor (human),"Cholestasis, Intrahepatic",Disease,"Cholestasis, Intrahepatic",MESH:D002780,CTD
KDR - kinase insert domain receptor (human),Choriocarcinoma,Disease,Choriocarcinoma,MESH:D002822,CTD
KDR - kinase insert domain receptor (human),Choroidal Neovascularization,Disease,Choroidal Neovascularization,MESH:D020256,CTD
KDR - kinase insert domain receptor (human),Clear-cell metastatic renal cell carcinoma,Disease,Clear-cell metastatic renal cell carcinoma,MESH:C538445,CTD
KDR - kinase insert domain receptor (human),Colonic Neoplasms,Disease,Colonic Neoplasms,MESH:D003110,CTD
KDR - kinase insert domain receptor (human),Colorectal Neoplasms,Disease,Colorectal Neoplasms,marker/mechanism|therapeutic;MESH:D015179,CTD
KDR - kinase insert domain receptor (human),Congenital Hypothyroidism,Disease,Congenital Hypothyroidism,MESH:D003409,CTD
KDR - kinase insert domain receptor (human),Conotruncal cardiac defects,Disease,Conotruncal cardiac defects,MESH:C535464,CTD
KDR - kinase insert domain receptor (human),Corneal Neovascularization,Disease,Corneal Neovascularization,MESH:D016510,CTD
KDR - kinase insert domain receptor (human),Cystadenocarcinoma,Disease,Cystadenocarcinoma,MESH:D003536,CTD
KDR - kinase insert domain receptor (human),"Death, Sudden, Cardiac",Disease,"Death, Sudden, Cardiac",MESH:D016757,CTD
KDR - kinase insert domain receptor (human),"Dementia, Vascular",Disease,"Dementia, Vascular",MESH:D015140,CTD
KDR - kinase insert domain receptor (human),Desmoid Tumors,Disease,Desmoid Tumors,MESH:D018222,CTD
KDR - kinase insert domain receptor (human),Desmoplastic Small Round Cell Tumor,Disease,Desmoplastic Small Round Cell Tumor,MESH:D058405,CTD
KDR - kinase insert domain receptor (human),"Diabetes Mellitus, Congenital Autoimmune",Disease,"Diabetes Mellitus, Congenital Autoimmune",MESH:C565730,CTD
KDR - kinase insert domain receptor (human),Disseminated Intravascular Coagulation,Disease,Disseminated Intravascular Coagulation,MESH:D004211,CTD
KDR - kinase insert domain receptor (human),Duodenal Neoplasms,Disease,Duodenal Neoplasms,MESH:D004379,CTD
KDR - kinase insert domain receptor (human),Ear Neoplasms,Disease,Ear Neoplasms,MESH:D004428,CTD
KDR - kinase insert domain receptor (human),"Edema, Cardiac",Disease,"Edema, Cardiac",MESH:D004489,CTD
KDR - kinase insert domain receptor (human),"Encephalomyelitis, Autoimmune, Experimental",Disease,"Encephalomyelitis, Autoimmune, Experimental",MESH:D004681,CTD
KDR - kinase insert domain receptor (human),Endometrial Neoplasms,Disease,Endometrial Neoplasms,MESH:D016889,CTD
KDR - kinase insert domain receptor (human),Esophageal Neoplasms,Disease,Esophageal Neoplasms,marker/mechanism;MESH:D004938,CTD
KDR - kinase insert domain receptor (human),Esophageal Squamous Cell Carcinoma,Disease,Esophageal Squamous Cell Carcinoma,MESH:D000077277,CTD
KDR - kinase insert domain receptor (human),Essential Hypertension,Disease,Essential Hypertension,MESH:D000075222,CTD
KDR - kinase insert domain receptor (human),Euthyroid Sick Syndromes,Disease,Euthyroid Sick Syndromes,MESH:D005067,CTD
KDR - kinase insert domain receptor (human),Eye Neoplasms,Disease,Eye Neoplasms,marker/mechanism;MESH:D005134,CTD
KDR - kinase insert domain receptor (human),Familial primary gastric lymphoma,Disease,Familial primary gastric lymphoma,MESH:C535648,CTD
KDR - kinase insert domain receptor (human),Fanconi Anemia,Disease,Fanconi Anemia,MESH:D005199,CTD
KDR - kinase insert domain receptor (human),Gallbladder Neoplasms,Disease,Gallbladder Neoplasms,MESH:D005706,CTD
KDR - kinase insert domain receptor (human),Gastro-enteropancreatic neuroendocrine tumor,Disease,Gastro-enteropancreatic neuroendocrine tumor,MESH:C535650,CTD
KDR - kinase insert domain receptor (human),Gastrointestinal Neoplasms,Disease,Gastrointestinal Neoplasms,MESH:D005770,CTD
KDR - kinase insert domain receptor (human),Gastrointestinal Stromal Tumors,Disease,Gastrointestinal Stromal Tumors,MESH:D046152,CTD
KDR - kinase insert domain receptor (human),"Genital Neoplasms, Female",Disease,"Genital Neoplasms, Female",MESH:D005833,CTD
KDR - kinase insert domain receptor (human),"Glycosuria, Renal",Disease,"Glycosuria, Renal",MESH:D006030,CTD
KDR - kinase insert domain receptor (human),Head and Neck Neoplasms,Disease,Head and Neck Neoplasms,MESH:D006258,CTD
KDR - kinase insert domain receptor (human),Hematologic Neoplasms,Disease,Hematologic Neoplasms,MESH:D019337,CTD
KDR - kinase insert domain receptor (human),Hepatic Encephalopathy,Disease,Hepatic Encephalopathy,MESH:D006501,CTD
KDR - kinase insert domain receptor (human),Hepatic Insufficiency,Disease,Hepatic Insufficiency,MESH:D048550,CTD
KDR - kinase insert domain receptor (human),Hepatic Veno-Occlusive Disease,Disease,Hepatic Veno-Occlusive Disease,MESH:D006504,CTD
KDR - kinase insert domain receptor (human),"Hepatitis, Autoimmune",Disease,"Hepatitis, Autoimmune",MESH:D019693,CTD
KDR - kinase insert domain receptor (human),Hepatorenal Syndrome,Disease,Hepatorenal Syndrome,MESH:D006530,CTD
KDR - kinase insert domain receptor (human),Hypertension,Disease,Hypertension,MESH:D006973,CTD
KDR - kinase insert domain receptor (human),"Hypertension, Malignant",Disease,"Hypertension, Malignant",MESH:D006974,CTD
KDR - kinase insert domain receptor (human),"Hypertension, Portal",Disease,"Hypertension, Portal",MESH:D006975,CTD
KDR - kinase insert domain receptor (human),"Hypertension, Pregnancy-Induced",Disease,"Hypertension, Pregnancy-Induced",MESH:D046110,CTD
KDR - kinase insert domain receptor (human),"Hypertension, Pulmonary",Disease,"Hypertension, Pulmonary",MESH:D006976,CTD
KDR - kinase insert domain receptor (human),"Hypertension, Renal",Disease,"Hypertension, Renal",MESH:D006977,CTD
KDR - kinase insert domain receptor (human),"Hypertension, Renovascular",Disease,"Hypertension, Renovascular",MESH:D006978,CTD
KDR - kinase insert domain receptor (human),Hyperthyroidism,Disease,Hyperthyroidism,MESH:D006980,CTD
KDR - kinase insert domain receptor (human),Hypothyroidism,Disease,Hypothyroidism,MESH:D007037,CTD
KDR - kinase insert domain receptor (human),Immune Complex Diseases,Disease,Immune Complex Diseases,MESH:D007105,CTD
KDR - kinase insert domain receptor (human),IMMUNE SUPPRESSION,Disease,IMMUNE SUPPRESSION,OMIM:146850,CTD
KDR - kinase insert domain receptor (human),Immune System Diseases,Disease,Immune System Diseases,MESH:D007154,CTD
KDR - kinase insert domain receptor (human),Inflammatory Breast Neoplasms,Disease,Inflammatory Breast Neoplasms,MESH:D058922,CTD
