source,relation,target,value,unit,metadata,source_file
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Adrenal Gland Neoplasms,,,MESH:D000310,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Adrenal Hyperplasia, Congenital",,,MESH:D000312,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Adrenal Insufficiency,,,MESH:D000309,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Adrenocortical Carcinoma,,,MESH:D018268,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Anemia,,,MESH:D000740,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Anemia, Aplastic",,,MESH:D000741,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Anemia, Hemolytic",,,MESH:D000743,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Anemia, Hemolytic, Autoimmune",,,MESH:D000744,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Anemia, Hypochromic",,,MESH:D000747,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Anemia, Iron-Deficiency",,,MESH:D018798,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Anemia, Refractory, with Excess of Blasts",,,MESH:D000754,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Anemia, Sideroblastic",,,MESH:D000756,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Anus Neoplasms,,,MESH:D001005,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Arrhythmias, Cardiac",,,MESH:D001145,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Autoimmune Diseases,,,MESH:D001327,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Bone Marrow Neoplasms,,,MESH:D019046,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Brain Neoplasms,,,MESH:D001932,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Brain Stem Neoplasms,,,MESH:D020295,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Breast Neoplasms,,,MESH:D001943,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Bronchial Neoplasms,,,MESH:D001984,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Burkitt Lymphoma,,,MESH:D002051,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Carcinoma,,,MESH:D002277,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Bronchogenic",,,MESH:D002283,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Ductal, Breast",,,MESH:D018270,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Ehrlich Tumor",,,MESH:D002286,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Embryonal",,,MESH:D018236,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Endometrioid",,,MESH:D018269,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Hepatocellular",,,MESH:D006528,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Carcinoma in Situ,,,MESH:D002278,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Large Cell",,,MESH:D018287,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Lewis Lung",,,MESH:D018827,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Merkel Cell",,,MESH:D015266,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Non-Small-Cell Lung",,,MESH:D002289,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Ovarian Epithelial",,,MESH:D000077216,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Pancreatic Ductal",,,MESH:D021441,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Papillary",,,MESH:D002291,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Renal Cell",,,MESH:D002292,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Small Cell",,,MESH:D018288,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Squamous Cell",,,MESH:D002294,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Carcinoma, Transitional Cell",,,MESH:D002295,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Cardiac Complexes, Premature",,,MESH:D005117,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Cardiac Conduction System Disease,,,MESH:D000075224,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Cardiac Output, High",,,MESH:D016534,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Cardiac Tamponade,,,MESH:D002305,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Cardiovascular Abnormalities,,,MESH:D018376,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Cardiovascular Diseases,,,MESH:D002318,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Central Nervous System Neoplasms,,,MESH:D016543,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Cerebrovascular Disorders,,,MESH:D002561,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Cholangiocarcinoma,,,MESH:D018281,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Cholestasis, Intrahepatic",,,MESH:D002780,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Choriocarcinoma,,,MESH:D002822,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Colonic Neoplasms,,,MESH:D003110,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Colorectal Neoplasms,,,MESH:D015179,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Congenital Hypothyroidism,,,MESH:D003409,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Death, Sudden, Cardiac",,,MESH:D016757,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Dementia, Vascular",,,MESH:D015140,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Desmoid Tumors,,,MESH:D018222,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Disseminated Intravascular Coagulation,,,MESH:D004211,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Edema, Cardiac",,,MESH:D004489,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Encephalomyelitis, Autoimmune, Experimental",,,MESH:D004681,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Endometrial Neoplasms,,,MESH:D016889,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Esophageal Neoplasms,,,MESH:D004938,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Esophageal Squamous Cell Carcinoma,,,MESH:D000077277,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Euthyroid Sick Syndromes,,,MESH:D005067,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Fallopian Tube Neoplasms,,,MESH:D005185,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Gallbladder Neoplasms,,,MESH:D005706,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Gastrointestinal Neoplasms,,,MESH:D005770,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Gastrointestinal Stromal Tumors,,,MESH:D046152,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Genital Neoplasms, Female",,,MESH:D005833,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Glycosuria, Renal",,,MESH:D006030,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Granulosa cell tumor of the ovary,,,MESH:C537296,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Head and Neck Neoplasms,,,MESH:D006258,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Hematologic Neoplasms,,,MESH:D019337,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Hepatic Encephalopathy,,,MESH:D006501,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Hepatic Insufficiency,,,MESH:D048550,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Hepatic Veno-Occlusive Disease,,,MESH:D006504,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Hepatitis, Autoimmune",,,MESH:D019693,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Hypertension,,,MESH:D006973,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Hypertension, Portal",,,MESH:D006975,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Hypertension, Pregnancy-Induced",,,MESH:D046110,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Hypertension, Pulmonary",,,MESH:D006976,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Hypertension, Renovascular",,,MESH:D006978,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Hyperthyroidism,,,MESH:D006980,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Hypomagnesemia 2, renal",,,MESH:C537152,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Hypothyroidism,,,MESH:D007037,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Immune Complex Diseases,,,MESH:D007105,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Immune System Diseases,,,MESH:D007154,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Inflammatory Breast Neoplasms,,,MESH:D058922,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Intestinal Neoplasms,,,MESH:D007414,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Intracranial Hypertension,,,MESH:D019586,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Kidney Neoplasms,,,MESH:D007680,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Laryngeal Neoplasms,,,MESH:D007822,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Leukemia,,,MESH:D007938,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Experimental",,,MESH:D007942,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Lymphocytic, Chronic, B-Cell",,,MESH:D015451,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Lymphoid",,,MESH:D007945,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia-Lymphoma, Adult T-Cell",,,MESH:D015459,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Monocytic, Acute",,,MESH:D007948,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",,,MESH:D015464,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Myeloid",,,MESH:D007951,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Myeloid, Acute",,,marker/mechanism;MESH:D015470,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Myeloid, Chronic-Phase",,,MESH:D015466,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Myelomonocytic, Chronic",,,MESH:D015477,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, Promyelocytic, Acute",,,marker/mechanism;MESH:D015473,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Leukemia, T-Cell",,,MESH:D015458,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Leydig Cell Tumor,,,MESH:D007984,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Liver Neoplasms,,,MESH:D008113,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Liver Neoplasms, Experimental",,,MESH:D008114,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Lung agenesis,,,MESH:C562992,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Lung Diseases,,,MESH:D008171,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lung Diseases, Interstitial",,,MESH:D017563,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Lung Injury,,,MESH:D055370,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Lung Neoplasms,,,MESH:D008175,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Lymphatic Metastasis,,,MESH:D008207,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Lymphoma,,,MESH:D008223,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lymphoma, AIDS-Related",,,MESH:D016483,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lymphoma, B-Cell",,,MESH:D016393,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lymphoma, Large B-Cell, Diffuse",,,MESH:D016403,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lymphoma, Large-Cell, Anaplastic",,,MESH:D017728,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lymphoma, Mantle-Cell",,,MESH:D020522,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lymphoma, Non-Hodgkin",,,MESH:D008228,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lymphoma, T-Cell",,,MESH:D016399,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lymphoma, T-Cell, Cutaneous",,,MESH:D016410,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Lymphoma, T-Cell, Peripheral",,,MESH:D016411,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Male Germ Cell Tumor,,,MESH:C564777,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Mammary Neoplasms, Animal",,,MESH:D015674,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Mammary Neoplasms, Experimental",,,MESH:D008325,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Massive Hepatic Necrosis,,,MESH:D047508,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Maxillary Sinus Neoplasms,,,MESH:D008444,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Mouth Neoplasms,,,MESH:D009062,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Nasopharyngeal Carcinoma,,,MESH:D000077274,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Nasopharyngeal Neoplasms,,,MESH:D009303,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Neoplasm Invasiveness,,,MESH:D009361,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Neoplasm Metastasis,,,MESH:D009362,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Neoplasm Recurrence, Local",,,MESH:D009364,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Neoplasms,,,MESH:D009369,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Neoplasms, Experimental",,,MESH:D009374,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Neoplasms, Germ Cell and Embryonal",,,MESH:D009373,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Neoplasms, Glandular and Epithelial",,,MESH:D009375,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Neovascularization, Pathologic",,,MESH:D009389,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Neuroectodermal Tumors,,,MESH:D017599,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Neuroendocrine Tumors,,,MESH:D018358,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Neutropenia,,,MESH:D009503,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Nonseminomatous germ cell tumor,,,MESH:C537844,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Nose Neoplasms,,,MESH:D009669,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Ocular Hypertension,,,MESH:D009798,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Ovarian Neoplasms,,,MESH:D010051,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Pancreatic cancer, adult",,,MESH:C535836,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Pancreatic Neoplasms,,,MESH:D010190,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Paraganglioma, Extra-Adrenal",,,MESH:D010236,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Peripheral Vascular Diseases,,,MESH:D016491,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Pharyngeal Neoplasms,,,MESH:D010610,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Pituitary Neoplasms,,,MESH:D010911,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Pleural Neoplasms,,,MESH:D010997,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Porphyrias, Hepatic",,,MESH:D017094,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Precancerous Conditions,,,MESH:D011230,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D015452,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,marker/mechanism;MESH:D054198,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,,,MESH:D054218,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Prostatic Neoplasms,,,MESH:D011471,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Pseudotumor Cerebri,,,MESH:D011559,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Rectal Neoplasms,,,MESH:D012004,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Renal Artery Obstruction,,,MESH:D012078,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Renal Insufficiency,,,MESH:D051437,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Renal Insufficiency, Chronic",,,MESH:D051436,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Salivary Gland Neoplasms,,,MESH:D012468,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Sebaceous Gland Neoplasms,,,MESH:D012626,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Sinus Arrest, Cardiac",,,MESH:D054138,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Skin Neoplasms,,,MESH:D012878,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Small Cell Lung Carcinoma,,,MESH:D055752,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Squamous Cell Carcinoma of Head and Neck,,,MESH:D000077195,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Stomach Neoplasms,,,MESH:D013274,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Testicular Germ Cell Tumor,,,MESH:C563236,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Testicular Neoplasms,,,MESH:D013736,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Thyroid cancer, follicular",,,MESH:C572845,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Thyroid Diseases,,,MESH:D013959,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Thyroid Dysgenesis,,,MESH:D050033,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,"Thyroid Hormone Metabolism, Abnormal",,,MESH:C566454,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Thyroid Neoplasms,,,MESH:D013964,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Tongue Neoplasms,,,MESH:D014062,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Tracheal Neoplasms,,,MESH:D014134,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Triple Negative Breast Neoplasms,,,MESH:D064726,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Ureteral Neoplasms,,,MESH:D014516,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Urethral Neoplasms,,,MESH:D014523,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Urinary Bladder Neoplasms,,,MESH:D001749,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Urogenital Neoplasms,,,MESH:D014565,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Urologic Neoplasms,,,MESH:D014571,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Uterine Cervical Neoplasms,,,MESH:D002583,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Uterine Neoplasms,,,MESH:D014594,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Uveal Neoplasms,,,MESH:D014604,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Vaginal Neoplasms,,,MESH:D014625,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Vascular Calcification,,,MESH:D061205,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Vascular Diseases,,,MESH:D014652,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Vascular Malformations,,,MESH:D054079,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Vascular Remodeling,,,MESH:D066253,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Vascular System Injuries,,,MESH:D057772,CTD
FLT3 - fms related receptor tyrosine kinase 3 (human),associated_with,Wilms Tumor,,,MESH:D009396,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Acidosis, Renal Tubular",,,MESH:D000141,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Acute Lung Injury,,,MESH:D055371,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Adenocarcinoma,,,MESH:D000230,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Adenocarcinoma, Bronchiolo-Alveolar",,,MESH:D002282,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Adenocarcinoma, Clear Cell",,,MESH:D018262,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Adenocarcinoma, Mucinous",,,MESH:D002288,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Adenocarcinoma of Lung,,,MESH:D000077192,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Adrenal Cortex Diseases,,,MESH:D000303,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Adrenal Cortex Neoplasms,,,MESH:D000306,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Adrenal Gland Diseases,,,MESH:D000307,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Adrenal Gland Neoplasms,,,MESH:D000310,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Adrenal Hyperplasia, Congenital",,,MESH:D000312,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Adrenal Insufficiency,,,MESH:D000309,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Adrenocortical Carcinoma,,,MESH:D018268,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Anemia,,,MESH:D000740,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Aplastic",,,MESH:D000741,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Hemolytic",,,MESH:D000743,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Hemolytic, Autoimmune",,,MESH:D000744,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Hypochromic",,,MESH:D000747,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Iron-Deficiency",,,MESH:D018798,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Macrocytic",,,MESH:D000748,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Megaloblastic",,,MESH:D000749,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Refractory, with Excess of Blasts",,,MESH:D000754,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Sickle Cell",,,MESH:D000755,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Anemia, Sideroblastic",,,MESH:D000756,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Anus Neoplasms,,,MESH:D001005,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Arrhythmias, Cardiac",,,MESH:D001145,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Autoimmune Diseases,,,MESH:D001327,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Basal Cell Carcinoma,,,MESH:D002280,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Basal Ganglia Cerebrovascular Disease,,,MESH:D020144,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Bone Marrow Neoplasms,,,MESH:D019046,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Bone Neoplasms,,,MESH:D001859,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Brachydactyly with hypertension,,,MESH:C537095,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Brain Neoplasms,,,MESH:D001932,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Breast Neoplasms,,,MESH:D001943,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Breast Neoplasms, Male",,,MESH:D018567,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Bronchial Neoplasms,,,MESH:D001984,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Burkitt Lymphoma,,,MESH:D002051,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Carcinoid Tumor,,,MESH:D002276,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,Carcinoma,,,MESH:D002277,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Adenosquamous",,,MESH:D018196,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Bronchogenic",,,MESH:D002283,CTD
Tyrosine-protein kinase JAK2 (human),associated_with,"Carcinoma, Ductal",,,MESH:D044584,CTD
